API/UWI,Operator Alias (Legacy),Well/Lease Name,Well Number,County/Parish,Reservoir,Production Type,Producing Status,Drill Type,Measured Depth (TD),Spud Date,First Prod Date,Last Prod Date,Months Produced,Cum Gas,Daily Gas,Cum Oil,Daily Oil,Latest Oil,Latest Gas,Cum Water,Cum BOE,DI Subplay,First Month Oil,First Month Gas,First 6 Oil,DI Basin,First 6 Gas,First 6 BOE,First 6 Water,DI Play,Prac IP Oil Daily,Prac IP BOE,Prac IP Gas Daily,Prac IP CFGED,Latest Water,Prior 12 Oil,Prior 12 Gas,Last Test Date,Prior 12 Water,Last Flow Pressure,Last WHSIP,2nd Month GOR,Latest GOR,Cum GOR,Last 12 Yield,2nd Month Yield,Latest Yield,Peak Gas,Peak Gas Month No.,Peak Oil,Peak Oil Month No.,Peak BOE,Peak BOE Month No.,Peak MMCFGE,Peak MMCFGE Month No.,Upper Perforation,Lower Perforation,Gas Gravity,Oil Gravity,Completion Date,Well Count,Max Active Wells,Gas Gatherer,Oil Gatherer,Lease Number,Gross Perforated Interval,True Vertical Depth,Field,State,District,AAPG Geologic Province,Section,Country,Township,Range,Surface Latitude (WGS84),Abstract,Surface Longitude (WGS84),Block,OCS Area,PGC Area,Operator (Reported),Survey,Entity ID,Last 12 Oil,Last 12 Gas,Last 12 Water,Other No.
42199335270000,"MAGNUM PRODUCING, LP",TICONDEROGA GAS UNIT A,1H,HARDIN (TX),UPPER WILCOX CONS,GAS,WORKED OVER TO ANOTHER ZONE,H,14203.00000,2015-07-18,2015-10-01,2017-10-01,12,37207.0000,,305.0000,,1,,0.0000,6506.0000,,,11664.0000,0.0000,GULF COAST CENTRAL,29398.0000,4900.0000,0.0000,,0.0000,35.0000,212.0000,211900.0000,0,304,25543,,0,,,,,121990.00,,0.0000,,11664.0000,1,304.0000,1,1944.0000,1,12.0000,1,10042.00000,10052.00000,,,2015-10-11,1,1,ENTERPRISE PRODUCTS OPERATINGLLC,"FIRST RIVER ENERGY, LLC",281878,10.00,,MAPLE SLOUGH,TX,03,TEXAS & LOUISIANA GULF COAST BASIN,185,USA,,,30.4950847,298,-94.1758194,1,,P-330,"MAGNUM PRODUCING, LP",H&TC RR CO,129788723,1.0000,,0.0000,6752
42245328040000,"MAGNUM PRODUCING, LP",NEWPARK,1,JEFFERSON (TX),MIOCENE SIPHONINA,OIL,INACTIVE,V,7120.00000,2014-04-24,,,,,,,,,,,,,,,,GULF COAST CENTRAL,,,,,,,,,,,,2017-08-01,,,,,,,,,,,,,,,,,,5883.00000,5892.00000,,25.000000,2014-07-08,1,,"MAGNUM PRODUCING, LP","GULFMARK ENERGY, INC.",27190,9.00,,BIG HILL,TX,03,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,29.7477210,22,-94.2650845,,,P-330,"MAGNUM PRODUCING, LP","EATON, S",129778952,,,,0
42285337940000,"MAGNUM PRODUCING, LP",BRISCOE C,1,LAVACA (TX),WILCOX 8200,OIL,INACTIVE,V,8400.00000,2014-07-21,2016-08-01,2018-05-01,13,,,2211.0000,,96,,3199.0000,2211.0000,EAGLE FORD DRY,70,,618.0000,GULF COAST WEST,0.0000,618.0000,1288.0000,EAGLEFORD,14.0000,14.0000,0.0000,81000.0000,115,618,,2020-01-01,1288,,,0.00,,0.00,,,,,,405.0000,2,405.0000,2,2.0000,2,8109.00000,8119.00000,,33.900000,2015-07-07,1,1,,ENTERPRISE CRUDE OIL LLC,27162,10.00,,"SHERIDAN, S. W.",TX,02,TEXAS & LOUISIANA GULF COAST BASIN,3,USA,,,29.4233602,247,-96.6520237,,,P-330,"MAGNUM PRODUCING, LP",HT&B RR CO,129760836,1593.0000,,1911.0000,0
42199335280000,"MAGNUM PRODUCING, LP",TICONDEROGA GAS UNIT A,2,HARDIN (TX),UPPER WILCOX CONS,GAS,INACTIVE,D,11355.00000,2015-07-22,2016-02-01,2016-06-01,4,6119.0000,,,,,19.0000,0.0000,1020.0000,,,927.0000,,GULF COAST CENTRAL,,,,,0.0000,14.0000,83.0000,83032.0000,0,,,,,,,,,,,0.0000,0.0000,2599.0000,3,,,433.0000,3,3.0000,3,10649.00000,11265.00000,,,2016-02-16,1,1,ENTERPRISE PRODUCTS OPERATINGLLC,"FIRST RIVER ENERGY, LLC",281611,616.00,,MAPLE SLOUGH,TX,03,TEXAS & LOUISIANA GULF COAST BASIN,185,USA,,,30.4950525,298,-94.1758487,1,,P-330,"MAGNUM PRODUCING, LP",H&TC RR CO,129760794,,6119.0000,0.0000,6752
42245317140000,"MAGNUM PRODUCING, LP",FITZHUGH-MCLEAN,1,JEFFERSON (TX),SPINDLETOP SALT DOME - DISPOSAL,OIL,INACTIVE,D,6423.00000,2016-06-26,,,,,,,,,,,,,,,,GULF COAST CENTRAL,,,,,,,,,,,,2018-08-01,,,,,,,,,,,,,,,,,,4712.00000,4718.00000,,30.800000,1984-04-10,1,,"MAGNUM PRODUCING, LP","GULFMARK ENERGY, INC.",27150,6.00,,BIG HILL,TX,03,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,29.7528170,,-94.2538887,,,P-330,"MAGNUM PRODUCING, LP",,129759930,,,,0
42199335420000,"MAGNUM PRODUCING, LP",TICONDEROGA GAS UNIT D,1H,HARDIN (TX),UPPER WILCOX CONS,GAS,WORKED OVER TO ANOTHER ZONE,H,13699.00000,2015-10-08,2016-05-01,2016-09-01,5,20530.0000,,1537.0000,,467,1957.0000,83168.0000,4959.0000,,,6176.0000,,GULF COAST CENTRAL,,,,,3.0000,29.0000,157.0000,176667.0000,7928,,,2016-06-04,,465.0000,1215.0000,47000.00,13357.1890,13360.00,74.8660,21.3000,238.6000,6176.0000,1,823.0000,3,1511.0000,4,9.0000,4,12529.00000,13601.00000,0.750000,47.700000,2015-10-29,1,1,ENTERPRISE PRODUCTS OPERATINGLLC,"FIRST RIVER ENERGY, LLC",281490,1072.00,,MAPLE SLOUGH,TX,03,TEXAS & LOUISIANA GULF COAST BASIN,185,USA,,,30.4949117,298,-94.1759760,1,,P-330,"MAGNUM PRODUCING, LP",H&TC RR CO,129759782,1537.0000,20530.0000,83168.0000,6752
42015306440000,"MAGNUM PRODUCING, LP",A. SCHROEDER,1,AUSTIN (TX),WILCOX 9000,OIL,ACTIVE,V,10216.00000,1993-04-27,2016-09-01,2020-10-01,30,,,156.0000,0,2,,3120.0000,156.0000,,13,,51.0000,GULF COAST CENTRAL,0.0000,51.0000,1020.0000,EAGLEBINE,1.0000,1.0000,0.0000,3871.0000,40,32,,2016-10-29,640,,,0.00,,0.00,,,,,,20.0000,2,20.0000,2,0.0000,2,8983.00000,8987.00000,,28.300000,1993-05-25,1,1,,SHELL TRADING (US) COMPANY,27151,4.00,,BLEIBLERVILLE,TX,03,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,30.0197362,60,-96.4531175,,,P-330,"MAGNUM PRODUCING, LP","KUYKENDALL, E M",129759706,23.0000,,460.0000,0
42321323830000,"MAGNUM PRODUCING, LP",ANDERSON-THOMPSON,2,MATAGORDA (TX),MIOCENE - DISPOSAL,OIL,INACTIVE,D,10696.00000,2015-03-31,,,,,,,,,,,,,,,,GULF COAST CENTRAL,,,,,,,,,,,,2018-06-01,,,,,,,,,,,,,,,,,,8582.00000,8688.00000,,,2016-07-29,1,,,"GULFMARK ENERGY, INC.",27142,106.00,0.00000,WILDCAT,TX,03,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,28.9624565,45,-95.9783833,,,P-330,"MAGNUM PRODUCING, LP","HALL, E",129728248,,,,0
42199335230000,"MAGNUM PRODUCING, LP",TICONDEROGA GAS UNIT B,1H,HARDIN (TX),UPPER WILCOX CONS,GAS,INACTIVE,H,13205.00000,2015-05-03,2015-07-01,2016-07-01,13,78557.0000,,20658.0000,,869,1119.0000,0.0000,33751.0000,,1238,11058.0000,10837.0000,GULF COAST CENTRAL,58021.0000,20507.0000,0.0000,,16.0000,24.0000,51.0000,144032.0000,0,1238,11058,,0,,,3260.00,3475.7470,3800.00,287.7080,306.4000,776.6000,15983.0000,4,3853.0000,4,6517.0000,4,39.0000,4,,,,,2015-07-24,1,1,ENTERPRISE PRODUCTS OPERATINGLLC,SUNOCO PTNRS. MKTG.&TERMINALS LP,281398,,,MAPLE SLOUGH,TX,03,TEXAS & LOUISIANA GULF COAST BASIN,185,USA,,,30.4947278,298,-94.1761423,1,,P-330,"MAGNUM PRODUCING, LP",H&TC RR CO,129728171,19420.0000,67499.0000,0.0000,6752
42089004070000,"MAGNUM PRODUCING, LP","JOHNSON, B. A. 'A'",1,COLORADO (TX),WILCOX 9100,GAS,INACTIVE,V,10721.00000,1995-05-25,2014-10-01,2020-03-01,56,7348.0000,1,242.0000,,,38.0000,0.0000,1467.0000,,,153.0000,21.0000,GULF COAST CENTRAL,2446.0000,429.0000,0.0000,EAGLEBINE,0.0000,4.0000,22.0000,22300.0000,0,44,356,2016-11-01,0,,3000.0000,,41300.0000,30360.00,24.2130,0.0000,0.0000,748.0000,9,78.0000,24,131.0000,9,1.0000,9,9040.00000,9075.00000,0.630000,,2014-10-02,1,1,"MAGNUM PRODUCING, LP",SHELL TRADING (US) COMPANY,280832,35.00,,SUBLIME,TX,03,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,29.5285497,211,-96.7015547,,,P-330,"MAGNUM PRODUCING, LP","FOWLER, S",129644532,10.0000,413.0000,0.0000,0
42239336400000,"MAGNUM PRODUCING, LP",SIMONS-VANCE,1,JACKSON (TX),COMBINED ASSOCIATED,GAS,INACTIVE,V,6500.00000,2014-08-07,2014-11-01,2017-12-01,28,42040.0000,,,,,236.0000,0.0000,7007.0000,,,4498.0000,0.0000,GULF COAST WEST,5374.0000,896.0000,0.0000,,0.0000,4.0000,22.0000,21935.0000,0,,14389,2014-11-20,0,1775.0000,1990.0000,,,,,0.0000,0.0000,4726.0000,36,,,788.0000,36,5.0000,36,5376.00000,6376.00000,0.580000,,2014-11-16,1,1,"MAGNUM PRODUCING, LP","GULFMARK ENERGY, INC.",280417,1000.00,,WESTHOFF,TX,02,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,28.9704976,31,-96.5941251,,,P-330,"MAGNUM PRODUCING, LP","HEARD, W",129611201,,18907.0000,0.0000,0
42285337940000,"MAGNUM PRODUCING, LP",BRISCOE C,1,LAVACA (TX),WILCOX 8300,GAS,WORKED OVER TO ANOTHER ZONE,V,8400.00000,2014-07-21,2015-07-01,2016-08-01,2,1276.0000,,23.0000,,3,5.0000,510.0000,236.0000,EAGLE FORD DRY,20,1271.0000,20.0000,GULF COAST WEST,1271.0000,232.0000,508.0000,EAGLEFORD,0.0000,0.0000,0.0000,742.0000,2,20,1271,2015-07-11,508,625.0000,2800.0000,,1666.6670,55480.00,600.0000,0.0000,600.0000,1271.0000,1,20.0000,1,232.0000,1,1.0000,1,8171.00000,8177.00000,0.650000,45.100000,2015-07-07,1,1,"MAGNUM PRODUCING, LP","GULFMARK ENERGY, INC.",280235,6.00,0.00000,"SHERIDAN, S. W.",TX,02,TEXAS & LOUISIANA GULF COAST BASIN,3,USA,,,29.4233602,247,-96.6520237,,,P-330,"MAGNUM PRODUCING, LP",HT&B RR CO,129604666,3.0000,5.0000,2.0000,0
42039332690000,"MAGNUM PRODUCING, LP",SPOHN FOUNDATION,1,BRAZORIA (TX),"10,800",GAS,ACTIVE,D,11650.00000,2015-04-28,2015-06-01,2020-12-01,38,4034882.0000,1760,209634.0000,30,633,43907.0000,0.0000,882114.0000,,,2182.0000,0.0000,GULF COAST CENTRAL,2182.0000,364.0000,0.0000,,195.0000,601.0000,2436.0000,3608400.0000,0,62499,1567049,2017-12-06,0,5620.0000,6100.0000,,57178.5880,19250.00,17.4890,0.0000,14.4000,144759.0000,46,10986.0000,6,34152.0000,35,205.0000,35,10707.00000,10746.00000,0.670000,50.000000,2015-06-11,1,1,"MAGNUM PRODUCING, LP","PLAINS MARKETING, L.P.",280236,39.00,,ALLEN DOME,TX,03,TEXAS & LOUISIANA GULF COAST BASIN,64,USA,,,28.9422222,2,-95.5628611,,,P-330,"MAGNUM PRODUCING, LP","ALLEY, W & T",129600441,11031.0000,630737.0000,0.0000,0
42321323540000,"MAGNUM PRODUCING, LP",BAPTIST FOUNDATION,2,MATAGORDA (TX),"NODOSARIA 10,000",GAS,ACTIVE,V,11700.00000,2013-02-03,2015-03-01,2020-12-01,70,191906.0000,77,19839.0000,8,257,2411.0000,22273.0000,51823.0000,,614,5190.0000,3861.0000,GULF COAST CENTRAL,39310.0000,10413.0000,4562.0000,,32.0000,89.0000,343.0000,532800.0000,280,1259,10519,2016-06-08,1220,750.0000,7000.0000,10810.00,9523.7790,9670.00,105.0000,92.5000,106.6000,10278.0000,2,951.0000,2,2664.0000,2,16.0000,2,10736.00000,10741.00000,0.660000,50.000000,2015-03-13,1,1,"MAGNUM PRODUCING, LP","GULFMARK ENERGY, INC.",279199,5.00,,BUTTERMILK,TX,03,TEXAS & LOUISIANA GULF COAST BASIN,5,USA,,,28.7304350,140,-96.3146582,,,P-330,"MAGNUM PRODUCING, LP","DUNCAN, J",129564613,3091.0000,29438.0000,3418.0000,0
42481352870000,"MAGNUM PRODUCING, LP",OVERLAND,1,WHARTON (TX),CATAHOULA - DISPOSAL,GAS,INACTIVE,V,7250.00000,2013-05-24,2014-11-01,2015-12-01,14,15215.0000,,,,,89.0000,0.0000,2536.0000,,,979.0000,0.0000,GULF COAST CENTRAL,8788.0000,1465.0000,0.0000,,0.0000,32.0000,191.0000,191065.0000,0,,6902,2016-05-01,0,0.0000,0.0000,,,,,0.0000,0.0000,5923.0000,2,,,987.0000,2,6.0000,2,5779.00000,5783.00000,0.580000,,2014-11-27,1,1,"MAGNUM PRODUCING, LP","GULFMARK ENERGY, INC.",279165,4.00,,LOUISE,TX,03,TEXAS & LOUISIANA GULF COAST BASIN,23,USA,,,29.0571737,287,-96.3936074,,,P-330,"MAGNUM PRODUCING, LP",M&C,129564504,,8313.0000,0.0000,0
42245328040000,"MAGNUM PRODUCING, LP",NEWPARK,1,JEFFERSON (TX),DISCORBIS B,SWD,P & A,V,7120.00000,2014-04-24,,,,,,,,,,,,,,,,GULF COAST CENTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6455.00000,6456.00000,,,2014-07-08,1,,,,26741,1.00,,BIG HILL,TX,03,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,29.7477210,22,-94.2650845,,,P-330,"MAGNUM PRODUCING, LP","EATON, S",129559805,,,,0
42245328380000,"MAGNUM PRODUCING, LP",FITZHUGH,3,JEFFERSON (TX),MIOCENE SIPHONINA,OIL,INACTIVE,V,6522.00000,2015-02-26,2015-04-01,2016-09-01,10,,,3747.0000,,174,,772.0000,3747.0000,,50,,1956.0000,GULF COAST CENTRAL,0.0000,1956.0000,403.0000,,27.0000,27.0000,0.0000,159484.0000,36,1956,,2018-08-01,403,,,0.00,,0.00,,,,,,1061.0000,7,1061.0000,7,6.0000,7,5946.00000,5950.00000,,40.000000,2015-09-11,1,1,"MAGNUM PRODUCING, LP","GULFMARK ENERGY, INC.",26909,4.00,0.00000,BIG HILL,TX,03,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,29.7533606,22,-94.2600838,,,P-330,"MAGNUM PRODUCING, LP","EATON, S",129552545,1791.0000,,369.0000,0
42089321290000,"MAGNUM PRODUCING, LP",RANCHO CULLEN UNIT,2,COLORADO (TX),WILCOX 8200 SD.,OIL,INACTIVE,H,15532.00000,1999-04-30,2015-06-01,2017-01-01,20,118393.0000,,38347.0000,,1543,3921.0000,2645.0000,58079.0000,,1919,5853.0000,11885.0000,GULF COAST CENTRAL,39996.0000,18551.0000,819.0000,EAGLEBINE,64.0000,102.0000,223.0000,609516.0000,106,14763,54018,2015-06-14,1017,,,3470.00,2729.6050,3090.00,366.3530,288.5000,393.5000,7241.0000,7,2186.0000,14,3310.0000,5,20.0000,5,8222.00000,8230.00000,,50.300000,1999-07-20,1,1,"MAGNUM PRODUCING, LP",ENTERPRISE CRUDE OIL LLC,26896,8.00,,LOMITA,TX,03,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,29.7873378,29,-96.6368995,,,P-330,"MAGNUM PRODUCING, LP","HUNT, W R",129551368,23584.0000,64375.0000,1628.0000,0
42321323610000,"MAGNUM PRODUCING, LP",ANDERSON,1C,MATAGORDA (TX),GOLA,OIL,INACTIVE,V,10700.00000,2013-10-21,2014-06-01,2020-02-01,48,83783.0000,,77174.0000,14,405,,9677.0000,91138.0000,,712,1015.0000,15370.0000,GULF COAST CENTRAL,15196.0000,17903.0000,325.0000,,64.0000,73.0000,56.0000,440032.0000,545,15071,11472,2019-12-05,766,,,870.00,667.8880,1090.00,1497.2580,1151.3000,,5111.0000,7,4895.0000,41,5422.0000,41,33.0000,41,9250.00000,9260.00000,,35.500000,2014-06-20,1,1,"MAGNUM PRODUCING, LP","GULFMARK ENERGY, INC.",26834,10.00,,LUCKY,TX,03,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,28.9653124,45,-96.0002649,,,P-330,"MAGNUM PRODUCING, LP","HALL, E",129096641,5733.0000,3829.0000,7717.0000,0
42089323380000,"MAGNUM PRODUCING, LP",EAST HAMEL GAS UNIT 4,3,COLORADO (TX),WILCOX 8460,GAS,INACTIVE,V,10500.00000,2003-05-30,2013-12-01,2020-08-01,81,249911.0000,27,9863.0000,1,31,671.0000,2439.0000,51515.0000,,245,4591.0000,1447.0000,GULF COAST CENTRAL,31314.0000,6666.0000,305.0000,EAGLEBINE,4.0000,20.0000,98.0000,121903.0000,7,339,9164,2015-12-10,89,800.0000,1500.0000,25230.00,27371.9010,25340.00,36.5340,39.6000,46.2000,7628.0000,6,349.0000,7,1616.0000,5,10.0000,5,8450.00000,8458.00000,0.710000,62.100000,2013-12-05,1,1,"MAGNUM PRODUCING, LP",SHELL TRADING (US) COMPANY,278004,8.00,,HAMEL,TX,03,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,29.6579971,163,-96.6606593,,,P-330,"MAGNUM PRODUCING, LP","DOWDY, R",129096549,363.0000,9936.0000,96.0000,0
42131394800000,"MAGNUM PRODUCING, LP",MILLER WEST,1,DUVAL (TX),FRIO-VKSBG CONS.,GAS,RECLASSIFIED TO ANOTHER TYPE OF ENTITY,V,6000.00000,2014-08-18,2015-06-01,2017-03-01,22,178890.0000,,3355.0000,,40,1276.0000,17871.0000,33170.0000,,96,13097.0000,1117.0000,GULF COAST WEST,82520.0000,14870.0000,472.0000,,7.0000,102.0000,571.0000,614161.0000,526,1639,113168,2016-08-02,3336,345.0000,700.0000,79760.00,38299.5340,53320.00,26.1100,12.5000,31.3000,17973.0000,11,411.0000,11,3407.0000,11,20.0000,11,5116.00000,5118.00000,0.660000,42.300000,2015-06-01,1,1,"MAGNUM PRODUCING, LP","FIRST RIVER ENERGY, LLC",277647,2.00,,ORCONES,TX,04,TEXAS & LOUISIANA GULF COAST BASIN,25,USA,,,27.4934509,213,-98.4212054,,,P-330,"MAGNUM PRODUCING, LP","FLORES, S",129085233,1716.0000,65722.0000,14535.0000,0
42123332320000,"MAGNUM PRODUCING, LP",BOCK,1,DEWITT (TX),LULING 7270,GAS,P & A,V,7680.00000,2013-07-29,2013-10-01,2013-12-01,3,153.0000,,,,,38.0000,0.0000,26.0000,EAGLE FORD DRY,,45.0000,,GULF COAST WEST,,,,EAGLEFORD,0.0000,0.0000,2.0000,2333.0000,0,,,2016-04-01,,0.0000,0.0000,,,,,0.0000,0.0000,70.0000,2,,,12.0000,2,0.0000,2,7286.00000,7292.00000,0.690000,,2013-09-01,1,1,"MAGNUM PRODUCING, LP",,277275,6.00,,"YORKTOWN, S",TX,02,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,28.9661490,455,-97.4201514,,,P-330,"MAGNUM PRODUCING, LP","TINSLEY, J T",129071184,,153.0000,0.0000,0
42481352210000,"MAGNUM PRODUCING, LP",MCINTYRE,8,WHARTON (TX),TOP OF FRIO,OIL,INACTIVE,V,7221.00000,2012-12-27,2014-12-01,2018-12-01,38,3347.0000,,10171.0000,,7,,0.0000,10729.0000,,1480,2202.0000,4549.0000,GULF COAST CENTRAL,2447.0000,4957.0000,0.0000,,30.0000,30.0000,2.0000,180419.0000,0,2652,340,2014-12-12,0,,,70.00,394.8640,330.00,2532.5200,15114.8000,,2202.0000,1,1480.0000,1,1847.0000,1,11.0000,1,5817.00000,5824.00000,,35.400000,2013-02-22,1,1,"MAGNUM PRODUCING, LP","GULFMARK ENERGY, INC.",26743,7.00,,LOUISE,TX,03,TEXAS & LOUISIANA GULF COAST BASIN,25,USA,,,29.0728788,288,-96.3739333,,,P-330,"MAGNUM PRODUCING, LP",M&C,129071069,623.0000,246.0000,0.0000,0
42245328040000,"MAGNUM PRODUCING, LP",NEWPARK,1,JEFFERSON (TX),DISCORBIS B,OIL,INACTIVE,V,7120.00000,2014-04-24,2014-07-01,2015-04-01,9,,,621.0000,,27,,0.0000,621.0000,,172,,474.0000,GULF COAST CENTRAL,0.0000,474.0000,0.0000,,2.0000,2.0000,0.0000,12774.0000,0,,,,,,,0.00,,0.00,,,,,,172.0000,1,172.0000,1,1.0000,1,5883.00000,6456.00000,,27.000000,2014-07-08,1,1,"MAGNUM PRODUCING, LP","GULFMARK ENERGY, INC.",26741,573.00,,BIG HILL,TX,03,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,29.7477210,,-94.2650845,,,P-330,"MAGNUM PRODUCING, LP",,129070861,621.0000,,0.0000,0
42149332100000,"MAGNUM PRODUCING, LP",LEHMANN ET AL,1,FAYETTE (TX),WILCOX 4500,GAS,INACTIVE,V,5723.00000,2010-03-05,2014-12-01,2017-05-01,25,67613.0000,,5843.0000,,2,,286178.0000,17112.0000,GIDDINGS,76,971.0000,1400.0000,GULF COAST CENTRAL,30597.0000,6500.0000,129505.0000,EAGLEBINE,2.0000,43.0000,244.0000,256839.0000,0,3561,31478,2015-12-05,133232,225.0000,600.0000,116490.00,6278.9120,11570.00,159.2630,8.6000,,7812.0000,4,684.0000,9,1767.0000,4,11.0000,4,4500.00000,4504.00000,0.730000,44.300000,2014-11-21,1,1,"MAGNUM PRODUCING, LP","GULFMARK ENERGY, INC.",277250,4.00,,GIDDINGS,TX,03,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,30.0690993,191,-96.8836642,,,P-330,"MAGNUM PRODUCING, LP","GREEN, T",129070776,882.0000,5538.0000,23441.0000,0
17011212160000,"MAGNUM PRODUCING, LP",RICE LAND,001,BEAUREGARD (LA),,DRY,P & A,V,9700.00000,2015-06-16,,,,,,,,,,,,,,,,GULF COAST EAST,,,,TUSCALOOSA MARINE SHALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,WILDCAT-SO LA LAFAYETTE DIST,LA,LAKE CHARLES,TEXAS & LOUISIANA GULF COAST BASIN,34,USA,04S,11W,30.6651437,,-93.4718361,,,P-310,"MAGNUM PRODUCING, L.P.",,129025023,,,,249045
42409313330000,"MAGNUM PRODUCING, LP","MCCANN, OLA GAS UNIT",2A,SAN PATRICIO (TX),9150,GAS,ACTIVE,V,10385.00000,1995-02-13,2015-01-01,2020-12-01,72,225288.0000,94,2397.0000,1,6,3468.0000,1673.0000,39945.0000,,,3929.0000,434.0000,GULF COAST WEST,23267.0000,4312.0000,167.0000,,6.0000,23.0000,98.0000,135321.0000,32,320,43406,2020-05-14,348,940.0000,2500.0000,15650.00,114416.9380,93990.00,8.7400,63.9000,1.7000,8144.0000,57,175.0000,1,1357.0000,57,8.0000,57,9188.00000,9203.00000,0.630000,48.000000,2014-12-13,1,1,"MAGNUM PRODUCING, LP","ACE GATHERING, INC.",276012,15.00,,MIDWAY,TX,04,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,28.0001552,129,-97.4229193,,,P-330,"MAGNUM PRODUCING, LP","GARCIA, J",129002128,307.0000,35126.0000,310.0000,5050
42131394800000,"MAGNUM PRODUCING, LP",MILLER WEST,1,DUVAL (TX),FRIO-VKSBG CONS.,OIL,INACTIVE,V,6000.00000,2014-08-18,2014-10-01,2015-06-01,9,50641.0000,,3622.0000,,281,,0.0000,12062.0000,,451,1231.0000,2794.0000,GULF COAST WEST,20302.0000,6178.0000,0.0000,,19.0000,31.0000,71.0000,183333.0000,0,,,,,,,3790.00,13981.5020,13980.00,71.5230,264.1000,,15526.0000,8,562.0000,2,2961.0000,8,18.0000,8,4901.00000,5118.00000,,51.400000,2014-10-21,1,1,"MAGNUM PRODUCING, LP","FIRST RIVER ENERGY, LLC",13899,217.00,,ORCONES,TX,04,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,27.4934509,,-98.4212054,,,P-330,"MAGNUM PRODUCING, LP",,128988398,3622.0000,50641.0000,0.0000,0
42007309180000,"MAGNUM PRODUCING, LP",STATE TRACT 44 UNIT,2,ARANSAS (TX),"11,000",OIL,INACTIVE,D,12005.00000,2013-12-01,2014-04-01,2017-03-01,34,34051.0000,,11650.0000,,1241,890.0000,8541.0000,17325.0000,,1031,4082.0000,5019.0000,GULF COAST WEST,16118.0000,7705.0000,3680.0000,,53.0000,78.0000,149.0000,470097.0000,910,2515,8216,2020-02-01,1843,,,2790.00,552.8710,2920.00,1808.7390,358.5000,1394.4000,4625.0000,2,1658.0000,2,2429.0000,2,15.0000,2,11420.00000,11451.00000,,50.100000,2014-04-11,1,1,"MAGNUM PRODUCING, LP","FIRST RIVER ENERGY, LLC",10896,31.00,,ZOLLER,TX,04,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,28.3162420,165,-96.7949742,,,P-330,"MAGNUM PRODUCING, LP","NEWCOMB, T",128944921,2194.0000,1213.0000,1609.0000,0
42321323610000,"MAGNUM PRODUCING, LP",ANDERSON,1T,MATAGORDA (TX),THOMPSON 10100,GAS,INACTIVE,V,10700.00000,2013-10-21,2014-06-01,2017-08-01,39,1020823.0000,,1417.0000,,2,11574.0000,69699.0000,171554.0000,,,21949.0000,254.0000,GULF COAST CENTRAL,166526.0000,28008.0000,3155.0000,,0.0000,130.0000,782.0000,781903.0000,3513,374,366715,2017-01-28,20832,200.0000,1315.0000,,603289.5440,720410.00,1.6580,0.0000,0.2000,34043.0000,19,131.0000,26,5713.0000,19,34.0000,19,10122.00000,10130.00000,0.600000,46.000000,2014-06-20,1,1,"MAGNUM PRODUCING, LP",ENTERPRISE CRUDE OIL LLC,275419,8.00,,LUCKY,TX,03,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,28.9653124,45,-96.0002649,,,P-330,"MAGNUM PRODUCING, LP","HALL, E",128944781,373.0000,225027.0000,40737.0000,0
42241306950000,"MAGNUM PRODUCING, LP",,1W,JASPER (TX),YEGUA 7300,SWD,CANCELLED,D,11357.00000,2003-03-15,,,,,,,,,,,,,,,,GULF COAST CENTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7135.00000,7833.00000,,,,1,,,,000111278,698.00,,BUNA,TX,03,TEXAS & LOUISIANA GULF COAST BASIN,65,USA,,,30.4311531,510,-94.0231239,,,P-330,"MAGNUM PRODUCING, LP",T&NO RR CO,128925762,,,,0
